activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,1802249,[],CHEMBL911127,Inhibition of [3H]5-HT uptake into human SERT expressing HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Clc1ccc(C(CCc2ccccc2)C2CCCCN2)cc1,,,CHEMBL1139231,J. Med. Chem.,2007.0,"{'bei': '21.28', 'le': '0.41', 'lle': '1.48', 'sei': '55.51'}",CHEMBL219281,,CHEMBL219281,6.68,0,http://www.openphacts.org/units/Nanomolar,621361,=,1,1,=,,IC50,nM,,210.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,210.0
,1802250,[],CHEMBL911127,Inhibition of [3H]5-HT uptake into human SERT expressing HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Clc1ccc(C(Cc2ccccc2)C2CCCCN2)cc1,,,CHEMBL1139231,J. Med. Chem.,2007.0,"{'bei': '17.77', 'le': '0.35', 'lle': '0.52', 'sei': '44.29'}",CHEMBL373773,,CHEMBL373773,5.33,0,http://www.openphacts.org/units/Nanomolar,621360,=,1,1,=,,IC50,nM,,4700.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,4700.0
,1802251,[],CHEMBL911127,Inhibition of [3H]5-HT uptake into human SERT expressing HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Clc1ccc(C(CC2CCCCC2)C2CCCCN2)cc1,,,CHEMBL1139231,J. Med. Chem.,2007.0,"{'bei': '16.98', 'le': '0.34', 'lle': '-0.35', 'sei': '43.17'}",CHEMBL219707,,CHEMBL219707,5.19,0,http://www.openphacts.org/units/Nanomolar,621359,=,1,1,=,,IC50,nM,,6400.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,6400.0
,1802252,[],CHEMBL911127,Inhibition of [3H]5-HT uptake into human SERT expressing HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Clc1ccc(C(CC2CCCC2)C2CCCCN2)cc1,,,CHEMBL1139231,J. Med. Chem.,2007.0,"{'bei': '17.99', 'le': '0.36', 'lle': '0.10', 'sei': '43.66'}",CHEMBL219653,,CHEMBL219653,5.25,0,http://www.openphacts.org/units/Nanomolar,621358,=,1,1,=,,IC50,nM,,5600.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,5600.0
,1802332,[],CHEMBL911127,Inhibition of [3H]5-HT uptake into human SERT expressing HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)CC(c1ccc(C(C)C)cc1)C1CCCCN1,,,CHEMBL1139231,J. Med. Chem.,2007.0,"{'bei': '21.10', 'le': '0.39', 'lle': '0.69', 'sei': '47.96'}",CHEMBL218193,,CHEMBL218193,5.77,0,http://www.openphacts.org/units/Nanomolar,621373,=,1,1,=,,IC50,nM,,1700.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,1700.0
,1802333,[],CHEMBL911127,Inhibition of [3H]5-HT uptake into human SERT expressing HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cccc(C(CC(C)C)C2CCCCN2)c1,,,CHEMBL1139231,J. Med. Chem.,2007.0,"{'bei': '21.37', 'le': '0.40', 'lle': '1.62', 'sei': '26.27'}",CHEMBL217975,,CHEMBL217975,5.58,0,http://www.openphacts.org/units/Nanomolar,621372,=,1,1,=,,IC50,nM,,2600.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,2600.0
,1802334,[],CHEMBL911127,Inhibition of [3H]5-HT uptake into human SERT expressing HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C(CC(C)C)C2CCCCN2)cc1,,,CHEMBL1139231,J. Med. Chem.,2007.0,"{'bei': '22.65', 'le': '0.43', 'lle': '1.95', 'sei': '27.85'}",CHEMBL218894,,CHEMBL218894,5.92,0,http://www.openphacts.org/units/Nanomolar,621371,=,1,1,=,,IC50,nM,,1200.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,1200.0
,1802335,[],CHEMBL911127,Inhibition of [3H]5-HT uptake into human SERT expressing HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)CC(c1ccc(Cl)c(Cl)c1)C1CCCCN1C,,,CHEMBL1139231,J. Med. Chem.,2007.0,"{'bei': '17.88', 'le': '0.38', 'lle': '0.01', 'sei': '173.45'}",CHEMBL387117,,CHEMBL387117,5.62,0,http://www.openphacts.org/units/Nanomolar,621370,=,1,1,=,,IC50,nM,,2400.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,2400.0
,1802336,[],CHEMBL911127,Inhibition of [3H]5-HT uptake into human SERT expressing HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)CC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,,,CHEMBL1139231,J. Med. Chem.,2007.0,"{'bei': '21.77', 'le': '0.47', 'lle': '1.27', 'sei': '54.34'}",CHEMBL218999,,CHEMBL218999,6.54,0,http://www.openphacts.org/units/Nanomolar,621369,=,1,1,=,,IC50,nM,,290.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,290.0
,1802337,[],CHEMBL911127,Inhibition of [3H]5-HT uptake into human SERT expressing HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,,,CHEMBL1139231,J. Med. Chem.,2007.0,"{'bei': '20.85', 'le': '0.45', 'lle': '0.85', 'sei': '52.03'}",CHEMBL374634,,CHEMBL374634,6.26,0,http://www.openphacts.org/units/Nanomolar,621368,=,1,1,=,,IC50,nM,,550.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,550.0
,1802338,[],CHEMBL911127,Inhibition of [3H]5-HT uptake into human SERT expressing HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,,,CHEMBL1139231,J. Med. Chem.,2007.0,"{'bei': '23.56', 'le': '0.51', 'lle': '1.72', 'sei': '56.07'}",CHEMBL219649,,CHEMBL219649,6.75,0,http://www.openphacts.org/units/Nanomolar,621367,=,1,1,=,,IC50,nM,,180.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,180.0
,1802339,[],CHEMBL911127,Inhibition of [3H]5-HT uptake into human SERT expressing HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCCCN1,,,CHEMBL1139231,J. Med. Chem.,2007.0,"{'bei': '19.72', 'le': '0.43', 'lle': '2.57', 'sei': '15.55'}",CHEMBL220195,,CHEMBL220195,5.96,0,http://www.openphacts.org/units/Nanomolar,621366,=,1,1,=,,IC50,nM,,1100.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,1100.0
,1839163,[],CHEMBL915414,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,,,CHEMBL1149262,J. Med. Chem.,2004.0,"{'bei': '19.71', 'le': '0.37', 'lle': '4.11', 'sei': '10.71'}",CHEMBL370805,COCAINE,CHEMBL370805,5.98,1,http://www.openphacts.org/units/Nanomolar,629960,=,1,1,=,,IC50,nM,,1050.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,1050.0
,1839223,[],CHEMBL915414,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1[C@H](c2ccc(C)cc2)CC2CC[C@H]1N2C,,,CHEMBL1149262,J. Med. Chem.,2004.0,,CHEMBL221993,,CHEMBL221993,,0,http://www.openphacts.org/units/Nanomolar,629980,>,1,1,>,,IC50,nM,,2000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,2000.0
,1839225,[],CHEMBL915414,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1[C@H](c2ccc(Cl)cc2)CC2CC[C@H]1N2C,,,CHEMBL1149262,J. Med. Chem.,2004.0,"{'bei': '19.55', 'le': '0.39', 'lle': '2.66', 'sei': '19.45'}",CHEMBL374712,,CHEMBL374712,5.75,0,http://www.openphacts.org/units/Nanomolar,629979,=,1,1,=,,IC50,nM,,1800.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,1800.0
,1839227,[],CHEMBL915414,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(C)cc1)N2C,,,CHEMBL1149262,J. Med. Chem.,2004.0,,CHEMBL2096861,,CHEMBL2096861,,0,http://www.openphacts.org/units/Nanomolar,629978,>,1,1,>,,IC50,nM,,10000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,10000.0
,1839228,[],CHEMBL915414,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(I)cc1)N2C,,,CHEMBL1149262,J. Med. Chem.,2004.0,"{'bei': '18.63', 'le': '0.49', 'lle': '4.15', 'sei': '24.30'}",CHEMBL2096860,,CHEMBL2096860,7.18,0,http://www.openphacts.org/units/Nanomolar,629977,=,1,1,=,,IC50,nM,,66.3,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,66.3
,1839230,[],CHEMBL915414,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(Br)cc1)N2C,,,CHEMBL1149262,J. Med. Chem.,2004.0,"{'bei': '18.46', 'le': '0.43', 'lle': '3.05', 'sei': '21.14'}",CHEMBL2096859,,CHEMBL2096859,6.24,0,http://www.openphacts.org/units/Nanomolar,629976,=,1,1,=,,IC50,nM,,570.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,570.0
,1839232,[],CHEMBL915414,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(Cl)cc1)N2C,,,CHEMBL1149262,J. Med. Chem.,2004.0,"{'bei': '19.87', 'le': '0.40', 'lle': '2.76', 'sei': '19.77'}",CHEMBL2096858,,CHEMBL2096858,5.84,0,http://www.openphacts.org/units/Nanomolar,629975,=,1,1,=,,IC50,nM,,1450.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,1450.0
,1839234,[],CHEMBL915414,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(F)cc1)N2C,,,CHEMBL1149262,J. Med. Chem.,2004.0,,CHEMBL2096857,,CHEMBL2096857,,0,http://www.openphacts.org/units/Nanomolar,629974,>,1,1,>,,IC50,nM,,10000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,10000.0
,1839235,[],CHEMBL915414,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccccc1)N2C,,,CHEMBL1149262,J. Med. Chem.,2004.0,,CHEMBL2096856,,CHEMBL2096856,,0,http://www.openphacts.org/units/Nanomolar,629973,>,1,1,>,,IC50,nM,,10000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,10000.0
,1839236,[],CHEMBL915414,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(C)cc1)N2C,,,CHEMBL1149262,J. Med. Chem.,2004.0,"{'bei': '19.65', 'le': '0.37', 'lle': '2.64', 'sei': '18.18'}",CHEMBL373385,,CHEMBL373385,5.37,0,http://www.openphacts.org/units/Nanomolar,629972,=,1,1,=,,IC50,nM,,4250.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,4250.0
,1839238,[],CHEMBL915414,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(I)cc1)N2C,,,CHEMBL1149262,J. Med. Chem.,2004.0,"{'bei': '18.66', 'le': '0.49', 'lle': '4.16', 'sei': '24.33'}",CHEMBL375889,,CHEMBL375889,7.19,0,http://www.openphacts.org/units/Nanomolar,629971,=,1,1,=,,IC50,nM,,64.9,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,64.9
,1839240,[],CHEMBL915414,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(Br)cc1)N2C,,,CHEMBL1149262,J. Med. Chem.,2004.0,"{'bei': '20.92', 'le': '0.48', 'lle': '3.89', 'sei': '23.95'}",CHEMBL224819,,CHEMBL224819,7.08,0,http://www.openphacts.org/units/Nanomolar,629970,=,1,1,=,,IC50,nM,,84.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,84.0
,1839242,[],CHEMBL915414,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(Cl)cc1)N2C,,,CHEMBL1149262,J. Med. Chem.,2004.0,"{'bei': '24.77', 'le': '0.50', 'lle': '4.20', 'sei': '24.63'}",CHEMBL375888,,CHEMBL375888,7.28,0,http://www.openphacts.org/units/Nanomolar,629969,=,1,1,=,,IC50,nM,,53.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,53.0
,1839244,[],CHEMBL915414,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(F)cc1)N2C,,,CHEMBL1149262,J. Med. Chem.,2004.0,"{'bei': '19.10', 'le': '0.36', 'lle': '2.73', 'sei': '17.93'}",CHEMBL222705,,CHEMBL222705,5.30,0,http://www.openphacts.org/units/Nanomolar,629968,=,1,1,=,,IC50,nM,,5060.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,5060.0
,1839246,[],CHEMBL915414,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccccc1)N2C,,,CHEMBL1149262,J. Med. Chem.,2004.0,"{'bei': '20.22', 'le': '0.38', 'lle': '2.81', 'sei': '17.75'}",CHEMBL376899,,CHEMBL376899,5.24,0,http://www.openphacts.org/units/Nanomolar,629967,=,1,1,=,,IC50,nM,,5700.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,5700.0
,1839248,[],CHEMBL915414,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(C)cc1)N2C,,,CHEMBL1149262,J. Med. Chem.,2004.0,"{'bei': '24.21', 'le': '0.45', 'lle': '3.89', 'sei': '22.41'}",CHEMBL312037,,CHEMBL312037,6.62,1,http://www.openphacts.org/units/Nanomolar,629966,=,1,1,=,,IC50,nM,,240.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,240.0
,1839250,[],CHEMBL915414,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(I)cc1)N2C,,,CHEMBL1149262,J. Med. Chem.,2004.0,"{'bei': '21.74', 'le': '0.57', 'lle': '5.35', 'sei': '28.35'}",CHEMBL311347,,CHEMBL311347,8.38,0,http://www.openphacts.org/units/Nanomolar,629965,=,1,1,=,,IC50,nM,,4.21,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,4.21
,1839252,[],CHEMBL915414,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Br)cc1)N2C,,,CHEMBL1149262,J. Med. Chem.,2004.0,"{'bei': '23.58', 'le': '0.54', 'lle': '4.78', 'sei': '27.00'}",CHEMBL218082,,CHEMBL218082,7.97,0,http://www.openphacts.org/units/Nanomolar,629964,=,1,1,=,,IC50,nM,,10.6,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,10.6
,1839254,[],CHEMBL915414,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)C1C2CC[C@H](C[C@@H]1c1ccc(Cl)cc1)N2C,,,CHEMBL1149262,J. Med. Chem.,2004.0,"{'bei': '25.02', 'le': '0.50', 'lle': '4.27', 'sei': '24.89'}",CHEMBL610897,,CHEMBL610897,7.35,0,http://www.openphacts.org/units/Nanomolar,629963,=,1,1,=,,IC50,nM,,44.5,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,44.5
,1839256,[],CHEMBL915414,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,,,CHEMBL1149262,J. Med. Chem.,2004.0,"{'bei': '22.21', 'le': '0.42', 'lle': '3.59', 'sei': '20.85'}",CHEMBL2079586,,CHEMBL2079586,6.16,0,http://www.openphacts.org/units/Nanomolar,629962,=,1,1,=,,IC50,nM,,692.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,692.0
,1839258,[],CHEMBL915414,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccccc1)N2C,,,CHEMBL1149262,J. Med. Chem.,2004.0,"{'bei': '22.01', 'le': '0.41', 'lle': '3.28', 'sei': '19.32'}",CHEMBL83729,,CHEMBL83729,5.71,1,http://www.openphacts.org/units/Nanomolar,629961,=,1,1,=,,IC50,nM,,1960.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,1960.0
,1846566,[],CHEMBL915900,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,,,CHEMBL1140295,J. Med. Chem.,2005.0,"{'bei': '19.71', 'le': '0.37', 'lle': '4.11', 'sei': '10.71'}",CHEMBL370805,COCAINE,CHEMBL370805,5.98,1,http://www.openphacts.org/units/Nanomolar,631854,=,1,1,=,,IC50,nM,,1050.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,1050.0
,1846614,[],CHEMBL915900,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc([C@H]2CC3CCC([C@H]2c2ccc(F)cc2)N3C)cc1,,,CHEMBL1140295,J. Med. Chem.,2005.0,"{'bei': '22.62', 'le': '0.42', 'lle': '2.13', 'sei': '216.05'}",CHEMBL225235,,CHEMBL225235,7.00,0,http://www.openphacts.org/units/Nanomolar,631870,=,1,1,=,,IC50,nM,,100.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,100.0
,1846616,[],CHEMBL915900,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc([C@@H]2C3CCC(C[C@H]2c2ccc(C)cc2)N3C)cc1OC,,,CHEMBL1140295,J. Med. Chem.,2005.0,"{'bei': '13.63', 'le': '0.25', 'lle': '0.04', 'sei': '22.08'}",CHEMBL388825,,CHEMBL388825,4.79,0,http://www.openphacts.org/units/Nanomolar,631869,=,1,1,=,,IC50,nM,,16200.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,16200.0
,1846618,[],CHEMBL915900,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc([C@@H]2C3CCC(C[C@@H]2c2ccc(C)cc2)N3C)cc1OC,,,CHEMBL1140295,J. Med. Chem.,2005.0,"{'bei': '13.84', 'le': '0.26', 'lle': '0.11', 'sei': '22.41'}",CHEMBL388605,,CHEMBL388605,4.86,0,http://www.openphacts.org/units/Nanomolar,631868,=,1,1,=,,IC50,nM,,13700.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,13700.0
,1846620,[],CHEMBL915900,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc([C@H]2C3CCC(C[C@H]2c2ccc(C)cc2)N3C)cc1,,,CHEMBL1140295,J. Med. Chem.,2005.0,"{'bei': '18.09', 'le': '0.33', 'lle': '1.08', 'sei': '46.63'}",CHEMBL2096878,,CHEMBL2096878,5.82,0,http://www.openphacts.org/units/Nanomolar,631867,=,1,1,=,,IC50,nM,,1530.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,1530.0
,1846622,[],CHEMBL915900,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc([C@@H]2C3CCC(C[C@@H]2c2ccc(C)cc2)N3C)cc1,,,CHEMBL1140295,J. Med. Chem.,2005.0,"{'bei': '17.97', 'le': '0.33', 'lle': '1.04', 'sei': '46.33'}",CHEMBL224062,,CHEMBL224062,5.78,0,http://www.openphacts.org/units/Nanomolar,631866,=,1,1,=,,IC50,nM,,1669.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,1669.0
,1846624,[],CHEMBL915900,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc([C@H]2C3CCC(C[C@H]2c2ccc(C)cc2)N3C)cc1,,,CHEMBL1140295,J. Med. Chem.,2005.0,"{'bei': '16.37', 'le': '0.30', 'lle': '-0.04', 'sei': '154.32'}",CHEMBL426178,,CHEMBL426178,5.00,0,http://www.openphacts.org/units/Nanomolar,631865,=,1,1,=,,IC50,nM,,10000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,10000.0
,1846626,[],CHEMBL915900,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc([C@H]2CC3CCC([C@H]2c2ccc(C)cc2)N3C)cc1,,,CHEMBL1140295,J. Med. Chem.,2005.0,"{'bei': '19.63', 'le': '0.36', 'lle': '0.96', 'sei': '185.05'}",CHEMBL2096877,,CHEMBL2096877,6.00,0,http://www.openphacts.org/units/Nanomolar,631864,=,1,1,=,,IC50,nM,,1010.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,1010.0
,1846628,[],CHEMBL915900,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc([C@H]2C3CCC(C[C@H]2c2ccccc2)N3C)cc1,,,CHEMBL1140295,J. Med. Chem.,2005.0,"{'bei': '17.01', 'le': '0.31', 'lle': '0.23', 'sei': '153.04'}",CHEMBL2096876,,CHEMBL2096876,4.96,0,http://www.openphacts.org/units/Nanomolar,631863,=,1,1,=,,IC50,nM,,11000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,11000.0
,1846630,[],CHEMBL915900,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc([C@@H]2C3CCC(C[C@@H]2c2ccccc2)N3C)cc1,,,CHEMBL1140295,J. Med. Chem.,2005.0,"{'bei': '14.91', 'le': '0.27', 'lle': '-0.38', 'sei': '134.16'}",CHEMBL387758,,CHEMBL387758,4.35,0,http://www.openphacts.org/units/Nanomolar,631862,=,1,1,=,,IC50,nM,,45000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,45000.0
,1846632,[],CHEMBL915900,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc([C@@H]2CC3CCC([C@@H]2c2ccccc2)N3C)cc1,,,CHEMBL1140295,J. Med. Chem.,2005.0,"{'bei': '16.46', 'le': '0.30', 'lle': '0.07', 'sei': '148.02'}",CHEMBL2096875,,CHEMBL2096875,4.80,0,http://www.openphacts.org/units/Nanomolar,631861,=,1,1,=,,IC50,nM,,16000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,16000.0
,1846634,[],CHEMBL915900,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc([C@H]2CC3CCC([C@H]2c2ccccc2)N3C)cc1,,,CHEMBL1140295,J. Med. Chem.,2005.0,"{'bei': '20.45', 'le': '0.37', 'lle': '1.23', 'sei': '183.91'}",CHEMBL224771,,CHEMBL224771,5.96,0,http://www.openphacts.org/units/Nanomolar,631860,=,1,1,=,,IC50,nM,,1100.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,1100.0
,1846636,[],CHEMBL915900,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000190,BAO_0000357,single protein format,CN1C2CCC1[C@H](c1ccccc1)[C@H](c1ccccc1)C2,,,CHEMBL1140295,J. Med. Chem.,2005.0,"{'bei': '15.81', 'le': '0.29', 'lle': '-0.03', 'sei': '135.41'}",CHEMBL2096874,,CHEMBL2096874,4.39,0,http://www.openphacts.org/units/Nanomolar,631859,=,1,1,=,,IC50,nM,,41000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,41000.0
